TipoOperadora|Operadora|Código|GrupoEconomico|Ano|Receita|DespAdmin|DespAssist|ResseguroCedido
Autogestão|304131-ASSOCIAÇÃO BENEFICENTE DE ASSISTENCIA A SA|304131||2010|9806463|1052304|8456693|0
Autogestão|304131-ASSOCIAÇÃO BENEFICENTE DE ASSISTENCIA A SA|304131||2011|11187075|1078972|9693430|0
Autogestão|304131-ASSOCIAÇÃO BENEFICENTE DE ASSISTENCIA A SA|304131||2012|11194746|1269300|9520563|0
Autogestão|304131-ASSOCIAÇÃO BENEFICENTE DE ASSISTENCIA A SA|304131||2013|11980596|1345821|13060004|0
Autogestão|304131-ASSOCIAÇÃO BENEFICENTE DE ASSISTENCIA A SA|304131||2014|13917310|1511893|11977393|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2001|0|0|0|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2002|0|0|0|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2003|0|0|0|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2004|0|0|0|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2005|0|0|0|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2006|0|0|0|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2007|8274389|1008745|8526659|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2008|8625999|1491785|10578372|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2009|5536097|1558674|5841194|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2010|0|0|0|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2011|0|0|0|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2012|0|0|0|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2013|0|0|0|0
Autogestão|304590-CAIXA DE ASSISTENCIA A SAUDE DOS EMPREGADO|304590||2014|0|0|0|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2001|0|825354|0|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2002|6408780|3062725|5195977|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2003|7693683|3666916|6196843|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2004|8991734|3326569|7534210|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2005|9742267|3799623|7654890|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2006|12836428|5951660|7973513|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2007|12150808|5636066|9259003|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2008|14266891|6119975|11242525|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2009|15116337|4696783|12580890|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2010|15519547|4843026|12960779|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2011|16224982|4898842|13778773|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2012|18000324|4553041|14686235|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2013|20021296|2634391|16120688|0
Autogestão|306754-ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ES|306754||2014|20905478|2909211|16820524|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2001|906190|170266|857014|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2002|1191661|193169|948131|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2003|1110364|187436|1048345|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2004|1160608|186014|1221571|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2005|1379806|189094|1897763|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2006|497013|40691|290504|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2007|0|0|0|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2008|0|0|0|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2009|0|0|0|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2010|0|0|0|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2011|0|0|0|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2012|0|0|0|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2013|0|0|0|0
Autogestão|306771-ASSOCIAÇÃO DOS PROCURADORES DO ESTADO DO R|306771||2014|0|0|0|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2001|0|0|0|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2002|0|0|0|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2003|0|0|0|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2004|0|0|0|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2005|0|0|0|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2006|0|0|0|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2007|0|902878|2424021|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2008|3066354|1235765|2149373|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2009|3973946|991794|3404904|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2010|0|0|0|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2011|0|0|0|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2012|0|0|0|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2013|0|0|0|0
Autogestão|307220-ASSOCIAÇÃO SINPACEL|307220||2014|0|0|0|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2001|0|0|0|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2002|0|0|0|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2003|0|0|0|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2004|0|0|0|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2005|0|0|0|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2006|0|0|0|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2007|49821745|5325237|37506586|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2008|54793641|5979088|43138822|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2009|60028989|6198653|54242479|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2010|71011199|6289067|51992395|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2011|76099391|7341451|59567700|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2012|86742484|8929780|63614326|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2013|98868235|9756746|79108418|0
Autogestão|307319-CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BAN|307319||2014|110295894|13066487|92790590|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2001|0|0|0|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2002|0|0|0|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2003|0|0|0|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2004|0|0|0|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2005|0|0|0|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2006|0|0|0|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2007|17073781|1585318|10994461|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2008|17707554|2121578|13445340|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2009|23203152|2402136|17521340|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2010|19826616|2274233|17405318|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2011|26755763|2444030|20605286|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2012|30202971|3210189|23694695|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2013|36268897|3426362|26929931|0
Autogestão|307751-FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTEN|307751||2014|40507231|4279044|30497420|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2001|5244433|1282563|3034670|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2002|6864183|1667291|2747032|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2003|8505866|2355630|2953985|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2004|10033753|2985050|3600463|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2005|11890032|3340302|4110273|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2006|12439551|3754119|3764289|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2007|5897608|4122868|8614852|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2008|9558906|4702082|3739954|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2009|10198753|4711884|3690615|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2010|11332559|4699974|3383802|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2011|10462996|5840322|3645142|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2012|12170773|6406713|3544672|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2013|12903358|6948296|3508980|0
Autogestão|309028-ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS ESTAD|309028||2014|13753187|7641529|3448915|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2001|0|0|0|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2002|0|0|0|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2003|0|0|0|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2004|0|0|0|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2005|0|0|0|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2006|0|0|0|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2007|22053523|7593631|15702888|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2008|23370536|2412684|16847016|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2009|26201694|2632652|19181201|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2010|19351919|3777102|18427231|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2011|23452785|3875116|20980352|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2012|28902677|4098197|27496521|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2013|37182664|4629454|34593791|0
Autogestão|309362-FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA|309362||2014|35863777|4962392|33389994|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2001|2562245|279075|2160294|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2002|755197|138916|2917818|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2003|850407|104166|960370|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2004|1132053|131106|900587|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2005|5091992|585799|4705144|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2006|5356691|599771|4511231|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2007|5300337|569548|3927191|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2008|4479042|816461|3958032|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2009|4555606|713263|4002507|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2010|0|0|0|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2011|0|0|0|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2012|0|0|0|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2013|0|0|0|0
Autogestão|310280-ASTTTER - ASSOC. DOS SERV. DO TRIB. DO TRA|310280||2014|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2001|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2002|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2003|216669|25824|168787|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2004|5582|20487|148651|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2005|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2006|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2007|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2008|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2009|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2010|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2011|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2012|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2013|0|0|0|0
Autogestão|311162-ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDAD|311162||2014|0|0|0|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2001|0|0|0|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2002|0|0|0|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2003|0|0|0|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2004|0|0|0|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2005|0|0|0|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2006|0|0|0|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2007|150002033|12283872|135949898|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2008|177300297|18734172|171960648|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2009|216618619|19113369|227453429|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2010|364582673|29128723|342533875|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2011|439285982|25561740|442390734|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2012|530949382|36395417|499678469|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2013|660575490|61565970|592796022|0
Autogestão|312126-FUNDAÇÃO SAÚDE ITAÚ|312126||2014|712638343|62234973|659084416|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2001|0|0|0|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2002|0|0|0|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2003|0|0|0|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2004|0|0|0|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2005|0|0|0|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2006|0|0|0|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2007|43685213|15128094|52524613|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2008|35541616|12999404|33837849|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2009|28374275|14089577|19470887|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2010|25566215|12852086|19166700|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2011|21143812|14713080|12886556|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2012|16331747|19818943|9090776|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2013|0|0|0|0
Autogestão|312304-SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SES|312304||2014|0|0|0|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2001|0|0|0|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2002|0|0|0|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2003|0|0|0|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2004|0|0|0|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2005|0|0|0|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2006|0|0|0|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2007|15988238|4457824|10990474|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2008|14482561|5105724|11296424|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2009|15115917|5884575|13290681|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2010|15743476|5306428|16272524|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2011|17710324|6233145|14105496|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2012|19345072|6309013|19571546|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2013|38488263|7109326|35343466|0
Autogestão|313904-FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL -|313904||2014|52951162|7870956|54105644|0
Autogestão|314251-CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO GR|314251||2001|2255622|351224|2000181|0
Autogestão|314251-CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO GR|314251||2002|2729954|359490|2280919|0
Autogestão|314251-CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO GR|314251||2003|3256990|407689|2857099|0
Autogestão|314251-CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO GR|314251||2004|3887857|428245|3415230|0
Autogestão|314251-CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO GR|314251||2005|4580415|496504|4366487|0
Autogestão|314251-CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO GR|314251||2006|5483463|539002|4969395|0
Autogestão|314251-CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO GR|314251||2007|5368104|585549|4908923|0
Autogestão|314251-CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO GR|314251||2008|8476828|812172|6602674|0
Autogestão|314251-CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO GR|314251||2009|10087240|837415|9009786|0
